event_id,user_email,event_type,time_stamp,event_name,event_status
8513964,raphael41@yahoo.com,dataset,2021-04-14,view,failed
8513969,cordell_hackett@yahoo.com,capsule,2021-10-03,computation,stopped
8513974,concepcion.bins@hotmail.com,dataset,2021-01-25,create,completed
8513979,jayde_daugherty@yahoo.com,capsule,2021-05-19,computation,failed
8513984,haleigh76@gmail.com,dataset,2021-02-07,view,completed
8513989,haleigh76@gmail.com,dataset,2021-03-04,view,completed
8513994,chanel83@gmail.com,dataset,2021-10-26,create,completed
8513999,myles31@yahoo.com,capsule,2021-10-12,computation,stopped
8514004,ambrose.leuschke@hotmail.com,capsule,2021-05-27,view,completed
8514009,lucinda.ankunding3@gmail.com,capsule,2021-02-02,computation,failed
8514014,nikki.pfeffer33@hotmail.com,dataset,2021-11-22,computation,stopped
8514019,dino99@gmail.com,dataset,2021-12-13,computation,failed
8514024,alexzander_kuhic98@hotmail.com,dataset,2021-07-13,create,failed
8514029,carmen52@gmail.com,capsule,2021-07-04,view,completed
8514034,carter.carroll@yahoo.com,dataset,2021-07-14,computation,failed
8514039,sierra22@yahoo.com,dataset,2021-08-25,view,completed
8514044,chanel83@gmail.com,capsule,2021-05-03,computation,failed
8514049,chance_murazik90@gmail.com,capsule,2021-03-24,computation,completed
8514054,raphael41@yahoo.com,capsule,2021-06-13,view,completed
8514059,brandyn_armstrong91@gmail.com,dataset,2021-11-11,create,failed
8514064,ryder.blick@yahoo.com,capsule,2021-08-03,create,stopped
8514069,stanford94@yahoo.com,dataset,2021-04-13,create,completed
8514074,andy.kshlerin67@gmail.com,dataset,2021-11-02,computation,completed
8514079,alexzander_kuhic98@hotmail.com,capsule,2021-04-23,create,stopped
8514084,geoffrey.collier@gmail.com,dataset,2021-04-28,view,failed
8514089,allen.cormier@yahoo.com,dataset,2021-02-08,view,failed
8514094,stanford94@yahoo.com,capsule,2021-12-26,view,stopped
8514099,monica_botsford8@gmail.com,dataset,2021-01-31,view,completed
8514104,concepcion.bins@hotmail.com,dataset,2021-11-12,computation,failed
8514109,chanel83@gmail.com,dataset,2021-12-25,view,stopped
8514114,thelma.herman@hotmail.com,dataset,2021-06-09,view,completed
8514119,margaretta_langosh86@gmail.com,dataset,2021-11-20,create,stopped
8514124,mckenzie73@gmail.com,capsule,2021-02-07,view,stopped
8514129,carmen52@gmail.com,capsule,2021-10-09,create,stopped
8514134,rodger_cronin@gmail.com,capsule,2021-10-13,create,stopped
8514139,luisa.bartell@gmail.com,dataset,2021-09-12,create,completed
8514144,darien50@yahoo.com,dataset,2021-12-09,create,stopped
8514149,sierra22@yahoo.com,capsule,2021-09-19,create,failed
8514154,destiny.lang@hotmail.com,dataset,2021-08-01,view,completed
8514159,destiny.lang@hotmail.com,capsule,2021-11-15,view,stopped
8514164,stanford94@yahoo.com,capsule,2021-02-02,view,completed
8514169,andy.kshlerin67@gmail.com,dataset,2021-02-14,computation,stopped
8514174,sammie.stracke3@gmail.com,capsule,2021-09-11,view,completed
8514179,lucinda.ankunding3@gmail.com,dataset,2021-07-08,create,stopped
8514184,maximillian_bayer@hotmail.com,dataset,2021-01-19,create,stopped
8514189,margaretta_langosh86@gmail.com,dataset,2021-12-25,view,completed
8514194,nikki.pfeffer33@hotmail.com,dataset,2021-02-22,view,completed
8514199,destiny.lang@hotmail.com,capsule,2021-10-07,create,completed
8514204,lucinda.ankunding3@gmail.com,dataset,2021-08-16,computation,stopped
8514209,kenna11@hotmail.com,capsule,2021-11-22,create,stopped
8514214,luisa.bartell@gmail.com,capsule,2021-04-12,view,stopped
8514219,jayde_daugherty@yahoo.com,capsule,2021-12-17,view,failed
8514224,rodger_cronin@gmail.com,capsule,2021-01-17,view,stopped
8514229,destiny.lang@hotmail.com,dataset,2021-06-13,create,failed
8514234,margaretta_langosh86@gmail.com,capsule,2021-09-18,computation,completed
8514239,ambrose.leuschke@hotmail.com,dataset,2021-03-07,create,stopped
8514244,maximillian_bayer@hotmail.com,capsule,2021-06-24,computation,failed
8514249,haleigh76@gmail.com,capsule,2021-10-08,computation,failed
8514254,alex_jones@yahoo.com,capsule,2021-03-13,computation,failed
8514259,rodger_cronin@gmail.com,capsule,2021-08-25,computation,stopped
8514264,alex_jones@yahoo.com,dataset,2021-02-05,view,failed
8514269,margaretta_langosh86@gmail.com,capsule,2021-10-15,create,failed
8514274,brandyn_armstrong91@gmail.com,capsule,2021-12-24,view,completed
8514279,sierra22@yahoo.com,capsule,2021-10-02,view,stopped
8514284,alexzander_kuhic98@hotmail.com,dataset,2021-07-12,view,completed
8514289,norma_crona19@gmail.com,dataset,2021-11-21,computation,stopped
8514294,luisa.bartell@gmail.com,capsule,2021-10-12,create,failed
8514299,ambrose.leuschke@hotmail.com,dataset,2021-11-24,view,stopped
8514304,destiny.lang@hotmail.com,dataset,2021-01-07,view,stopped
8514309,melany45@gmail.com,capsule,2021-03-01,view,failed
8514314,mckenzie73@gmail.com,dataset,2021-07-30,view,completed
8514319,alexzander_kuhic98@hotmail.com,capsule,2021-08-13,create,failed
8514324,allen.cormier@yahoo.com,capsule,2021-08-06,view,completed
8514329,mckenzie73@gmail.com,dataset,2021-04-05,view,failed
8514334,andy.kshlerin67@gmail.com,capsule,2021-06-03,computation,stopped
8514339,cordell_hackett@yahoo.com,dataset,2021-12-13,computation,stopped
8514344,myles31@yahoo.com,dataset,2021-02-15,create,failed
8514349,chance_murazik90@gmail.com,dataset,2021-11-28,computation,completed
8514354,luisa.bartell@gmail.com,dataset,2021-02-09,computation,stopped
8514359,ryder.blick@yahoo.com,dataset,2021-10-24,computation,stopped
8514364,norma_crona19@gmail.com,dataset,2021-01-19,computation,stopped
8514369,angelina.block@hotmail.com,dataset,2021-12-10,create,failed
8514374,winfield.mcclure50@gmail.com,dataset,2021-08-27,computation,completed
8514379,nelda_ebert@hotmail.com,capsule,2021-06-08,create,failed
8514384,savanah.spinka43@gmail.com,dataset,2021-03-13,computation,failed
8514389,carmelo42@hotmail.com,dataset,2021-12-19,create,stopped
8514394,sammie.stracke3@gmail.com,dataset,2021-10-05,view,failed
8514399,chance_murazik90@gmail.com,capsule,2021-10-07,create,stopped
8514404,rodger_cronin@gmail.com,dataset,2021-10-09,view,completed
8514409,carmelo42@hotmail.com,dataset,2021-09-17,view,completed
8514414,melany45@gmail.com,dataset,2021-04-26,create,failed
8514419,luisa.bartell@gmail.com,dataset,2021-08-01,view,completed
8514424,mckenzie73@gmail.com,dataset,2021-02-13,view,stopped
8514429,ambrose.leuschke@hotmail.com,capsule,2021-05-27,view,completed
8514434,rodger_cronin@gmail.com,capsule,2021-11-19,computation,completed
8514439,kavon90@yahoo.com,dataset,2021-02-10,view,completed
8514444,savanah.spinka43@gmail.com,dataset,2021-12-15,computation,stopped
8514449,reece_gorczany38@hotmail.com,capsule,2021-01-15,view,completed
8514454,darien50@yahoo.com,capsule,2021-03-04,view,completed
8514459,savanah.spinka43@gmail.com,dataset,2021-05-26,computation,failed
8514464,destiny.lang@hotmail.com,capsule,2021-02-09,computation,failed
8514469,angelina.block@hotmail.com,dataset,2021-01-10,create,failed
8514474,savanah.spinka43@gmail.com,dataset,2021-09-10,create,failed
8514479,sammie.stracke3@gmail.com,dataset,2021-01-28,create,completed
8514484,ezekiel95@yahoo.com,dataset,2021-05-08,create,failed
8514489,concepcion.bins@hotmail.com,capsule,2021-12-31,computation,stopped
8514494,chanel83@gmail.com,dataset,2021-05-14,view,stopped
8514499,maximillian_bayer@hotmail.com,capsule,2021-01-12,computation,completed
8514504,reece_gorczany38@hotmail.com,dataset,2021-11-17,computation,completed
8514509,sierra22@yahoo.com,capsule,2021-11-09,view,stopped
8514514,nikki.pfeffer33@hotmail.com,capsule,2021-11-07,create,stopped
8514519,kavon90@yahoo.com,capsule,2021-12-10,view,completed
8514524,sammie.stracke3@gmail.com,capsule,2021-12-18,create,stopped
8514529,ezekiel95@yahoo.com,dataset,2021-05-02,create,completed
8514534,andy.kshlerin67@gmail.com,dataset,2021-05-10,create,completed
8514539,andy.kshlerin67@gmail.com,dataset,2021-09-04,view,completed
8514544,dino99@gmail.com,dataset,2021-01-28,create,failed
8514549,ambrose.leuschke@hotmail.com,capsule,2021-09-28,computation,completed
8514554,sammie.stracke3@gmail.com,capsule,2021-05-03,computation,stopped
8514559,nelda_ebert@hotmail.com,dataset,2021-11-30,view,stopped
8514564,darien50@yahoo.com,dataset,2021-10-13,computation,failed
8514569,concepcion.bins@hotmail.com,dataset,2021-02-02,view,stopped
8514574,lucinda.ankunding3@gmail.com,capsule,2021-01-22,view,stopped
8514579,rodger_cronin@gmail.com,dataset,2021-02-24,computation,stopped
8514584,fay83@hotmail.com,dataset,2021-10-26,computation,completed
8514589,sammie.stracke3@gmail.com,capsule,2021-02-15,create,completed
8514594,destiny.lang@hotmail.com,capsule,2021-03-19,view,completed
8514599,alexzander_kuhic98@hotmail.com,capsule,2021-06-21,create,failed
8514604,angelina.block@hotmail.com,dataset,2021-03-31,computation,stopped
8514609,mckenzie73@gmail.com,capsule,2021-10-06,create,completed
8514614,concepcion.bins@hotmail.com,capsule,2021-03-20,create,completed
8514619,jayde_daugherty@yahoo.com,capsule,2021-06-29,computation,failed
8514624,alexzander_kuhic98@hotmail.com,capsule,2021-08-12,computation,failed
8514629,raphael41@yahoo.com,capsule,2021-03-08,view,completed
8514634,rodger_cronin@gmail.com,dataset,2021-04-01,view,stopped
8514639,allen.cormier@yahoo.com,capsule,2021-02-20,view,failed
8514644,geoffrey.collier@gmail.com,dataset,2021-07-22,computation,stopped
8514649,haleigh76@gmail.com,capsule,2021-06-30,create,completed
8514654,ashly58@yahoo.com,dataset,2021-11-17,create,completed
8514659,darien50@yahoo.com,capsule,2021-05-17,view,failed
8514664,darien50@yahoo.com,dataset,2021-01-23,computation,stopped
8514669,norma_crona19@gmail.com,dataset,2021-01-12,create,failed
8514674,carmelo42@hotmail.com,capsule,2021-07-19,create,stopped
8514679,ambrose.leuschke@hotmail.com,dataset,2021-09-24,create,stopped
8514684,sammie.stracke3@gmail.com,capsule,2021-12-29,computation,failed
8514689,carmen52@gmail.com,dataset,2021-05-13,view,stopped
8514694,mckenzie73@gmail.com,dataset,2021-10-03,computation,failed
8514699,stanford94@yahoo.com,dataset,2021-01-08,view,stopped
8514704,raphael41@yahoo.com,capsule,2021-04-02,computation,stopped
8514709,gonzalo20@yahoo.com,dataset,2021-05-05,view,completed
8514714,destiny.lang@hotmail.com,capsule,2021-07-05,create,completed
8514719,destiny.lang@hotmail.com,capsule,2021-11-25,view,failed
8514724,melany45@gmail.com,dataset,2021-11-22,create,stopped
8514729,concepcion.bins@hotmail.com,capsule,2021-12-20,view,completed
8514734,reece_gorczany38@hotmail.com,dataset,2021-06-04,computation,failed
8514739,carmelo42@hotmail.com,capsule,2021-07-26,view,completed
8514744,jayde_daugherty@yahoo.com,capsule,2021-09-21,view,completed
8514749,savanah.spinka43@gmail.com,dataset,2021-08-05,view,stopped
8514754,ezekiel95@yahoo.com,capsule,2021-01-30,create,stopped
8514759,rodger_cronin@gmail.com,dataset,2021-01-24,view,completed
8514764,aileen.muller@hotmail.com,capsule,2021-11-20,computation,completed
8514769,alexzander_kuhic98@hotmail.com,dataset,2021-07-27,view,completed
8514774,melany45@gmail.com,capsule,2021-01-25,view,failed
8514779,ezekiel95@yahoo.com,capsule,2021-06-12,view,completed
8514784,winfield.mcclure50@gmail.com,dataset,2021-03-31,view,stopped
8514789,sammie.stracke3@gmail.com,capsule,2021-11-08,computation,stopped
8514794,thelma.herman@hotmail.com,capsule,2021-08-17,view,failed
8514799,gonzalo20@yahoo.com,capsule,2021-01-03,view,failed
8514804,carter.carroll@yahoo.com,dataset,2021-01-12,computation,completed
8514809,joanie.crooks60@yahoo.com,dataset,2021-02-12,computation,failed
8514814,darien50@yahoo.com,dataset,2021-06-28,view,stopped
8514819,kenna11@hotmail.com,dataset,2021-03-08,computation,stopped
8514824,margaretta_langosh86@gmail.com,capsule,2021-10-25,create,completed
8514829,ezekiel95@yahoo.com,dataset,2021-02-12,computation,stopped
8514834,rodger_cronin@gmail.com,dataset,2021-06-17,view,completed
8514839,alexzander_kuhic98@hotmail.com,dataset,2021-07-09,computation,failed
8514844,ambrose.leuschke@hotmail.com,dataset,2021-07-14,computation,failed
8514849,fay83@hotmail.com,dataset,2021-05-18,create,stopped
8514854,carmen52@gmail.com,capsule,2021-05-21,create,stopped
8514859,rodger_cronin@gmail.com,capsule,2021-01-03,computation,stopped
8514864,myles31@yahoo.com,dataset,2021-07-12,computation,failed
8514869,monica_botsford8@gmail.com,dataset,2021-11-27,computation,stopped
8514874,chance_murazik90@gmail.com,dataset,2021-09-30,view,failed
8514879,lucinda.ankunding3@gmail.com,dataset,2021-02-02,view,completed
8514884,brandyn_armstrong91@gmail.com,capsule,2021-04-05,create,stopped
8514889,andy.kshlerin67@gmail.com,dataset,2021-12-31,view,failed
8514894,ryder.blick@yahoo.com,capsule,2021-10-10,view,completed
8514899,myles31@yahoo.com,dataset,2021-02-16,view,failed
8514904,nikki.pfeffer33@hotmail.com,capsule,2021-12-03,view,stopped
8514909,cordell_hackett@yahoo.com,capsule,2021-01-02,computation,failed
8514914,nikki.pfeffer33@hotmail.com,capsule,2021-10-03,create,completed
8514919,alex_jones@yahoo.com,capsule,2021-01-15,view,failed
8514924,chanel83@gmail.com,dataset,2021-02-13,computation,failed
8514929,alexzander_kuhic98@hotmail.com,dataset,2021-03-18,create,completed
